datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1990-08-07,15.643299999999998,99982.0666,1.3,99997.7099,0.0,0.9999770989999996,3.118700000026564e-05
1990-08-08,15.890799999999999,99982.0666,1.3,99997.9574,2.475056681161547e-06,0.9999795739999995,2.8712000000430393e-05
1990-08-09,15.643299999999998,99982.0666,1.3,99997.7099,-2.4750505553949864e-06,0.9999770989999994,3.1187000000487686e-05
1990-08-10,15.346300000000001,99982.0666,1.3,99997.41290000001,-2.970068017416061e-06,0.9999741289999995,3.415700000042321e-05
1990-08-13,15.7918,99982.0666,1.3,99997.85840000001,4.455115258261699e-06,0.9999785839999995,2.97020000004089e-05
1990-08-14,15.7423,99982.0666,1.3,99997.8089,-4.950106011758493e-07,0.9999780889999995,3.0197000000398155e-05
1990-08-15,15.5443,99982.0666,1.3,99997.6109,-1.9800433848082832e-06,0.9999761089999994,3.2177000000466194e-05
1990-08-16,15.2473,99982.0666,1.3,99997.31390000001,-2.9700709578417417e-06,0.9999731389999996,3.5147000000290696e-05
1990-08-17,14.455199999999998,99982.0666,1.3,99996.5218,-7.921212771710984e-06,0.9999652179999996,4.306800000031252e-05
1990-08-20,15.895499999999998,99982.0666,1.3,99997.9621,1.4403500982584916e-05,0.9999796209999996,2.8665000000316354e-05
1990-08-21,15.679300000000001,99982.0666,1.3,99997.74590000001,-2.162044060227686e-06,0.9999774589999997,3.0827000000233085e-05
1990-08-22,15.1927,99982.0666,1.3,99997.2593,-4.866109686973985e-06,0.9999725929999996,3.569300000028086e-05
1990-08-23,14.9223,99982.0666,1.3,99996.98890000001,-2.704074110515542e-06,0.9999698889999997,3.839700000018986e-05
1990-08-24,15.354899999999999,99982.0666,1.3,99997.42150000001,4.326130264020733e-06,0.9999742149999996,3.407100000030194e-05
1990-08-27,16.3281,99982.0666,1.3,99998.3947,9.732250946026255e-06,0.9999839469999996,2.4339000000317412e-05
1990-08-28,16.490299999999998,99982.0666,1.3,99998.55690000001,1.6220260383725815e-06,0.9999855689999996,2.2717000000338494e-05
1990-08-29,16.111800000000002,99982.0666,1.3,99998.1784,-3.7850546221740444e-06,0.9999817839999995,2.6502000000427905e-05
1990-08-30,15.679300000000001,99982.0666,1.3,99997.74590000001,-4.325078785560876e-06,0.9999774589999996,3.082700000034411e-05
1990-08-31,16.0037,99982.0666,1.3,99998.0703,3.2440731245753085e-06,0.9999807029999995,2.758300000038627e-05
1990-09-04,16.0037,99982.0666,1.3,99998.0703,0.0,0.9999807029999995,2.758300000038627e-05
1990-09-05,15.5711,99982.0666,1.3,99997.6377,-4.326083480443721e-06,0.9999763769999995,3.190900000038521e-05
1990-09-06,15.463,99982.0666,1.3,99997.52960000001,-1.081025537086333e-06,0.9999752959999995,3.29900000004546e-05
1990-09-07,15.7333,99982.0666,1.3,99997.79990000001,2.7030667766325678e-06,0.9999779989999995,3.0287000000406294e-05
1990-09-10,15.463,99982.0666,1.3,99997.52960000001,-2.703059470032798e-06,0.9999752959999995,3.29900000004546e-05
1990-09-11,14.7061,99982.0666,1.3,99996.7727,-7.569186989297982e-06,0.9999677269999994,4.055900000055068e-05
1990-09-12,14.7061,99982.0666,1.3,99996.7727,0.0,0.9999677269999994,4.055900000055068e-05
1990-09-13,14.5979,99982.0666,1.3,99996.6645,-1.082034920552033e-06,0.9999666449999993,4.164100000059179e-05
1990-09-14,14.7061,99982.0666,1.3,99996.7727,1.0820360913932348e-06,0.9999677269999994,4.055900000055068e-05
1990-09-17,14.5979,99982.0666,1.3,99996.6645,-1.082034920552033e-06,0.9999666449999993,4.164100000059179e-05
1990-09-18,14.435699999999999,99982.0666,1.3,99996.50230000001,-1.6220541034783764e-06,0.9999650229999995,4.3263000000459684e-05
1990-09-19,14.0573,99982.0666,1.3,99996.1239,-3.78413235757602e-06,0.9999612389999994,4.7047000000466355e-05
1990-09-20,13.678800000000003,99982.0666,1.3,99995.7454,-3.785146716173138e-06,0.9999574539999994,5.0832000000555766e-05
1990-09-21,13.6247,99982.0666,1.3,99995.6913,-5.410230182745224e-07,0.9999569129999994,5.1373000000465296e-05
1990-09-24,13.084100000000001,99982.0666,1.3,99995.1507,-5.4062329384318986e-06,0.9999515069999994,5.677900000056191e-05
1990-09-25,12.9759,99982.0666,1.3,99995.04250000001,-1.0820524718457847e-06,0.9999504249999994,5.786100000049199e-05
1990-09-26,12.867799999999999,99982.0666,1.3,99994.93440000001,-1.0810535931993215e-06,0.9999493439999995,5.8942000000450356e-05
1990-09-27,12.219000000000001,99982.0666,1.3,99994.2856,-6.488328672893395e-06,0.9999428559999993,6.543000000058807e-05
1990-09-28,12.543399999999998,99982.0666,1.3,99994.61,3.244185385664622e-06,0.9999460999999993,6.218600000063024e-05
1990-10-01,13.192200000000001,99982.0666,1.3,99995.25880000001,6.488349722166831e-06,0.9999525879999994,5.569800000049252e-05
1990-10-02,12.8137,99982.0666,1.3,99994.8803,-3.7851794629784052e-06,0.9999488029999993,5.948300000058193e-05
1990-10-03,11.6783,99982.0666,1.3,99993.7449,-1.1354581320510704e-05,0.9999374489999994,7.083700000054538e-05
1990-10-04,12.110899999999999,99982.0666,1.3,99994.1775,4.326270612642347e-06,0.9999417749999995,6.651100000043542e-05
1990-10-05,12.110899999999999,99982.0666,1.3,99994.1775,0.0,0.9999417749999995,6.651100000043542e-05
1990-10-08,12.5975,99982.0666,1.3,99994.66410000001,4.866283339399757e-06,0.9999466409999995,6.164500000038764e-05
1990-10-09,12.110899999999999,99982.0666,1.3,99994.1775,-4.866259658786731e-06,0.9999417749999995,6.651100000043542e-05
1990-10-10,11.4621,99982.0666,1.3,99993.52870000001,-6.488377785718313e-06,0.9999352869999996,7.299900000035109e-05
1990-10-11,12.002699999999999,99982.0666,1.3,99994.0693,5.406349861125648e-06,0.9999406929999995,6.75930000003655e-05
1990-10-12,12.219000000000001,99982.0666,1.3,99994.2856,2.163128288712457e-06,0.9999428559999997,6.5430000000255e-05
1990-10-15,12.002699999999999,99982.0666,1.3,99994.0693,-2.1631236095664974e-06,0.9999406929999997,6.759300000025448e-05
1990-10-16,10.8133,99982.0666,1.3,99992.8799,-1.1894705439274844e-05,0.9999287989999996,7.948700000026676e-05
1990-10-17,11.4621,99982.0666,1.3,99993.52870000001,6.488461985032501e-06,0.9999352869999997,7.299900000024007e-05
1990-10-18,12.3271,99982.0666,1.3,99994.3937,8.650559803591307e-06,0.9999439369999996,6.434900000029664e-05
1990-10-19,13.570699999999999,99982.0666,1.3,99995.6373,1.2436697238493721e-05,0.9999563729999995,5.191300000040311e-05
1990-10-22,13.462499999999999,99982.0666,1.3,99995.5291,-1.082047206502068e-06,0.9999552909999995,5.2995000000444215e-05
1990-10-23,13.408499999999998,99982.0666,1.3,99995.47510000001,-5.400241438469067e-07,0.9999547509999995,5.353500000038203e-05
1990-10-24,13.192200000000001,99982.0666,1.3,99995.25880000001,-2.163097878038478e-06,0.9999525879999995,5.56980000003815e-05
1990-10-25,12.9759,99982.0666,1.3,99995.04250000001,-2.1631025570734153e-06,0.9999504249999995,5.786100000038097e-05
1990-10-26,12.9759,99982.0666,1.3,99995.04250000001,0.0,0.9999504249999995,5.786100000038097e-05
1990-10-29,12.9219,99982.0666,1.3,99994.9885,-5.400267718558283e-07,0.9999498849999995,5.8401000000429804e-05
1990-10-30,13.1381,99982.0666,1.3,99995.2047,2.1621083539091757e-06,0.9999520469999993,5.6239000000624095e-05
1990-10-31,13.300300000000002,99982.0666,1.3,99995.36690000001,1.6220777836473133e-06,0.9999536689999995,5.461700000042313e-05
1990-11-01,13.192200000000001,99982.0666,1.3,99995.25880000001,-1.081050086115809e-06,0.9999525879999995,5.56980000003815e-05
1990-11-02,13.7329,99982.0666,1.3,99995.79950000001,5.407256368883395e-06,0.9999579949999996,5.029100000031317e-05
1990-11-05,14.3817,99982.0666,1.3,99996.4483,6.488272539906248e-06,0.9999644829999996,4.3803000000286474e-05
1990-11-06,14.4898,99982.0666,1.3,99996.5564,1.081038395245315e-06,0.9999655639999996,4.272200000032811e-05
1990-11-07,14.3817,99982.0666,1.3,99996.4483,-1.0810372266245594e-06,0.9999644829999995,4.3803000000397496e-05
1990-11-08,14.9223,99982.0666,1.3,99996.98890000001,5.406192011836453e-06,0.9999698889999996,3.8397000000300885e-05
1990-11-09,15.354899999999999,99982.0666,1.3,99997.42150000001,4.326130264020733e-06,0.9999742149999995,3.4071000000412965e-05
1990-11-12,15.679300000000001,99982.0666,1.3,99997.74590000001,3.2440836486014035e-06,0.9999774589999995,3.082700000045513e-05
1990-11-13,15.5711,99982.0666,1.3,99997.6377,-1.0820243899756221e-06,0.9999763769999994,3.1909000000496235e-05
1990-11-14,16.0037,99982.0666,1.3,99998.0703,4.326102195584269e-06,0.9999807029999995,2.758300000038627e-05
1990-11-15,15.5711,99982.0666,1.3,99997.6377,-4.326083480443721e-06,0.9999763769999995,3.190900000038521e-05
1990-11-16,16.756600000000002,99982.0666,1.3,99998.8232,1.1855280057204709e-05,0.9999882319999994,2.005400000049118e-05
1990-11-19,17.352899999999998,99982.0666,1.3,99999.4195,5.963070173420348e-06,0.9999941949999994,1.4091000000493459e-05
1990-11-20,16.9355,99982.0666,1.3,99999.00210000001,-4.174024230141349e-06,0.9999900209999995,1.8265000000461384e-05
1990-11-21,17.2337,99982.0666,1.3,99999.3003,2.982029757570004e-06,0.9999930029999994,1.5283000000532176e-05
1990-11-23,17.352899999999998,99982.0666,1.3,99999.4195,1.1920083404781678e-06,0.9999941949999994,1.4091000000493459e-05
1990-11-26,17.5318,99982.0666,1.3,99999.5984,1.7890103851669892e-06,0.9999959839999993,1.2302000000574687e-05
1990-11-27,17.8896,99982.0666,1.3,99999.9562,3.5780143692321076e-06,0.9999995619999993,8.72400000062612e-06
1990-11-28,17.5318,99982.0666,1.3,99999.5984,-3.5780015671393883e-06,0.9999959839999993,1.2302000000574687e-05
1990-11-29,17.5318,99982.0666,1.3,99999.5984,0.0,0.9999959839999993,1.2302000000574687e-05
1990-11-30,17.5318,99982.0666,1.3,99999.5984,0.0,0.9999959839999993,1.2302000000574687e-05
1990-12-03,18.1878,99982.0666,1.3,100000.2544,6.56002634502606e-06,1.0000025439999993,5.7420000005858896e-06
1990-12-04,18.366699999999998,99982.0666,1.3,100000.4333,1.7889954488925497e-06,1.0000043329999995,3.953000000445073e-06
1990-12-05,19.1419,99982.0666,1.3,100001.20850000001,7.751966410785016e-06,1.0000120849999996,0.0
1990-12-06,19.6786,99982.0666,1.3,100001.7452,5.366935140527218e-06,1.0000174519999996,0.0
1990-12-07,20.274900000000002,99982.0666,1.3,100002.34150000001,5.9628959356849975e-06,1.0000234149999998,0.0
1990-12-10,19.9171,99982.0666,1.3,100001.98370000001,-3.57791622307424e-06,1.0000198369999997,3.578000000059589e-06
1990-12-11,19.0823,99982.0666,1.3,100001.1489,-8.347834404176524e-06,1.0000114889999996,1.1926000000217485e-05
1990-12-12,18.903399999999998,99982.0666,1.3,100000.97,-1.7889794463599173e-06,1.0000096999999997,1.3715000000136257e-05
1990-12-13,19.440099999999997,99982.0666,1.3,100001.50670000001,5.366947940732558e-06,1.0000150669999999,8.347999999935851e-06
1990-12-14,19.0226,99982.0666,1.3,100001.0892,-4.174937096368403e-06,1.0000108919999997,1.252300000009754e-05
1990-12-17,19.1419,99982.0666,1.3,100001.20850000001,1.1929870060711778e-06,1.0000120849999998,1.1329999999976081e-05
1990-12-18,20.1556,99982.0666,1.3,100002.2222,1.0136877495847685e-05,1.000022222,1.1929999998994134e-06
1990-12-19,19.9767,99982.0666,1.3,100002.0433,-1.7889602457188403e-06,1.000020433,2.9819999998181856e-06
1990-12-20,20.9905,99982.0666,1.3,100003.0571,1.013779285452543e-05,1.000030571,0.0
1990-12-21,21.4675,99982.0666,1.3,100003.5341,4.769854180741717e-06,1.0000353409999998,0.0
1990-12-24,20.9905,99982.0666,1.3,100003.0571,-4.769831429385363e-06,1.0000305709999997,4.770000000098307e-06
1990-12-26,20.871199999999998,99982.0666,1.3,100002.9378,-1.1929635299612329e-06,1.0000293779999996,5.963000000219765e-06
1990-12-27,20.752,99982.0666,1.3,100002.8186,-1.191964982494298e-06,1.0000281859999995,7.155000000258482e-06
1990-12-28,20.5134,99982.0666,1.3,100002.58,-2.3859327500375116e-06,1.0000257999999995,9.541000000279354e-06
1990-12-31,20.5134,99982.0666,1.3,100002.58,0.0,1.0000257999999995,9.541000000279354e-06
1991-01-02,20.752,99982.0666,1.3,100002.8186,2.3859384428170927e-06,1.0000281859999995,7.155000000258482e-06
1991-01-03,20.5134,99982.0666,1.3,100002.58,-2.3859327500375116e-06,1.0000257999999995,9.541000000279354e-06
1991-01-04,20.6327,99982.0666,1.3,100002.69930000001,1.1929692214085463e-06,1.0000269929999996,8.348000000157896e-06
1991-01-07,20.6327,99982.0666,1.3,100002.69930000001,0.0,1.0000269929999996,8.348000000157896e-06
1991-01-08,20.6327,99982.0666,1.3,100002.69930000001,0.0,1.0000269929999996,8.348000000157896e-06
1991-01-09,21.586799999999997,99982.0666,1.3,100003.65340000001,9.540742466729313e-06,1.0000365339999997,0.0
1991-01-10,22.4813,99982.0666,1.3,100004.5479,8.944673215216525e-06,1.0000454789999995,0.0
1991-01-11,22.4217,99982.0666,1.3,100004.48830000001,-5.959728957005694e-07,1.0000448829999995,5.960000000193588e-07
1991-01-14,22.063899999999997,99982.0666,1.3,100004.1305,-3.5778394159580174e-06,1.0000413049999994,4.174000000078948e-06
1991-01-15,22.3024,99982.0666,1.3,100004.369,2.384901491625513e-06,1.0000436899999994,1.7890000001408168e-06
1991-01-16,23.733600000000003,99982.0666,1.3,100005.80020000001,1.4311374736175608e-05,1.0000580019999996,0.0
1991-01-17,24.449099999999998,99982.0666,1.3,100006.5157,7.15458501976407e-06,1.0000651569999996,0.0
1991-01-18,23.9721,99982.0666,1.3,100006.0387,-4.769689221362228e-06,1.0000603869999996,4.770000000098307e-06
1991-01-21,24.2106,99982.0666,1.3,100006.27720000001,2.3848559858041796e-06,1.0000627719999997,2.384999999938131e-06
1991-01-22,24.449099999999998,99982.0666,1.3,100006.5157,2.3848502981316244e-06,1.0000651569999996,0.0
1991-01-23,24.6877,99982.0666,1.3,100006.7543,2.3858445454827404e-06,1.0000675429999997,0.0
